"SEQUENCED, STRENGTH-TWO ORTHOGONAL ARRAY",,,,,,,,,,,
Number variables,11,,,,,,,,,,
"Total points in design, Points printed to sheet",1024,1024,,,,,,,,,
"Max Correlation, Uniformity Index (NA if not computed)",0.0000,1.0000,,,,,,,,,
,,,,,,,,,,,
ASSUMPTIONS,,,,,,,,,,,
Variable name,SMA1_Period,SMA2_Period,RSI_Period,BuyFactor,SellFactor,SMA1buyCoef,SMA2buyCoef,RSIbuyCoef,SMA1sellCoef,SMA2sellCoef,RSIsellCoef
595,142.2258065,135.8064516,33.09677419,35.48387097,-41.93548387,-612.9032258,96.77419355,-935.483871,-1000,-612.9032258,-96.77419355
596,7.419354839,129.3870968,84.4516129,-48.38709677,9.677419355,1000,741.9354839,-161.2903226,483.8709677,354.8387097,741.9354839
597,174.3225806,58.77419355,187.1612903,-3.225806452,87.09677419,741.9354839,-354.8387097,-161.2903226,-32.25806452,-612.9032258,-354.8387097
598,167.9032258,187.1612903,58.77419355,-16.12903226,-93.5483871,-483.8709677,419.3548387,548.3870968,-1000,290.3225806,-870.9677419
599,193.5806452,103.7096774,33.09677419,-41.93548387,41.93548387,548.3870968,-806.4516129,225.8064516,96.77419355,-935.483871,96.77419355
600,97.29032258,39.51612903,103.7096774,-100,74.19354839,161.2903226,741.9354839,-225.8064516,677.4193548,-1000,-870.9677419
601,1,110.1290323,148.6451613,80.64516129,100,96.77419355,161.2903226,-612.9032258,612.9032258,-354.8387097,-354.8387097
602,142.2258065,122.9677419,200,-87.09677419,48.38709677,96.77419355,548.3870968,96.77419355,-161.2903226,32.25806452,935.483871
603,39.51612903,193.5806452,167.9032258,-61.29032258,35.48387097,419.3548387,-548.3870968,1000,-290.3225806,161.2903226,225.8064516
604,33.09677419,167.9032258,20.25806452,-74.19354839,-48.38709677,96.77419355,-1000,-935.483871,-483.8709677,225.8064516,741.9354839
605,7.419354839,45.93548387,148.6451613,-29.03225806,67.74193548,-1000,-870.9677419,-741.9354839,-677.4193548,-870.9677419,548.3870968
606,155.0645161,13.83870968,174.3225806,16.12903226,-22.58064516,161.2903226,32.25806452,870.9677419,290.3225806,-870.9677419,-483.8709677
607,45.93548387,7.419354839,78.03225806,22.58064516,-80.64516129,-161.2903226,483.8709677,-548.3870968,870.9677419,-96.77419355,-354.8387097
608,180.7419355,103.7096774,129.3870968,80.64516129,-61.29032258,-677.4193548,1000,870.9677419,483.8709677,-96.77419355,32.25806452
609,135.8064516,167.9032258,52.35483871,-16.12903226,-16.12903226,290.3225806,483.8709677,-96.77419355,612.9032258,483.8709677,96.77419355
610,174.3225806,180.7419355,180.7419355,-67.74193548,61.29032258,290.3225806,225.8064516,32.25806452,-741.9354839,-225.8064516,741.9354839
611,58.77419355,148.6451613,1,-80.64516129,61.29032258,-612.9032258,-225.8064516,548.3870968,-96.77419355,161.2903226,-612.9032258
612,90.87096774,155.0645161,33.09677419,93.5483871,35.48387097,290.3225806,741.9354839,-1000,870.9677419,-741.9354839,-483.8709677
613,20.25806452,84.4516129,65.19354839,35.48387097,-87.09677419,-548.3870968,-935.483871,-1000,419.3548387,612.9032258,-290.3225806
614,155.0645161,45.93548387,90.87096774,-87.09677419,-100,483.8709677,-612.9032258,-483.8709677,677.4193548,290.3225806,96.77419355
615,200,58.77419355,167.9032258,41.93548387,67.74193548,677.4193548,-612.9032258,96.77419355,-548.3870968,-32.25806452,-96.77419355
616,1,122.9677419,193.5806452,-9.677419355,-67.74193548,1000,290.3225806,612.9032258,-290.3225806,677.4193548,-806.4516129
617,103.7096774,52.35483871,97.29032258,93.5483871,100,-419.3548387,483.8709677,419.3548387,-161.2903226,548.3870968,548.3870968
618,52.35483871,110.1290323,65.19354839,-16.12903226,-41.93548387,-354.8387097,-419.3548387,-419.3548387,-870.9677419,-935.483871,-677.4193548
619,7.419354839,90.87096774,1,54.83870968,-48.38709677,870.9677419,-32.25806452,96.77419355,-225.8064516,741.9354839,806.4516129
620,167.9032258,33.09677419,187.1612903,-67.74193548,-41.93548387,32.25806452,-741.9354839,-741.9354839,96.77419355,419.3548387,-483.8709677
621,122.9677419,7.419354839,200,93.5483871,-100,354.8387097,354.8387097,1000,548.3870968,741.9354839,-612.9032258
622,39.51612903,78.03225806,20.25806452,-16.12903226,-9.677419355,806.4516129,1000,-612.9032258,290.3225806,-677.4193548,-161.2903226
623,187.1612903,26.67741935,45.93548387,-16.12903226,16.12903226,-741.9354839,-548.3870968,-806.4516129,-741.9354839,548.3870968,-935.483871
624,116.5483871,142.2258065,148.6451613,22.58064516,29.03225806,-32.25806452,806.4516129,354.8387097,-1000,-225.8064516,677.4193548
625,78.03225806,65.19354839,180.7419355,-16.12903226,93.5483871,677.4193548,-96.77419355,-1000,-96.77419355,354.8387097,32.25806452
626,97.29032258,1,180.7419355,3.225806452,-29.03225806,-806.4516129,-290.3225806,-96.77419355,-225.8064516,1000,419.3548387
627,78.03225806,26.67741935,135.8064516,54.83870968,80.64516129,1000,419.3548387,741.9354839,-548.3870968,-741.9354839,677.4193548
628,200,135.8064516,97.29032258,-61.29032258,16.12903226,161.2903226,-677.4193548,225.8064516,-935.483871,677.4193548,806.4516129
629,103.7096774,58.77419355,122.9677419,29.03225806,-9.677419355,-225.8064516,96.77419355,612.9032258,548.3870968,-1000,161.2903226
630,155.0645161,97.29032258,180.7419355,9.677419355,29.03225806,-1000,548.3870968,-290.3225806,-483.8709677,612.9032258,-419.3548387
631,200,78.03225806,129.3870968,93.5483871,-22.58064516,-612.9032258,806.4516129,32.25806452,32.25806452,-419.3548387,290.3225806
632,20.25806452,155.0645161,45.93548387,-100,-3.225806452,-870.9677419,935.483871,935.483871,-290.3225806,-870.9677419,806.4516129
633,65.19354839,52.35483871,1,9.677419355,9.677419355,806.4516129,290.3225806,935.483871,-806.4516129,870.9677419,-870.9677419
634,155.0645161,174.3225806,58.77419355,-100,-67.74193548,-419.3548387,612.9032258,354.8387097,96.77419355,-741.9354839,161.2903226
635,200,174.3225806,142.2258065,-22.58064516,-93.5483871,-161.2903226,-1000,806.4516129,-354.8387097,806.4516129,-483.8709677
636,110.1290323,161.483871,110.1290323,-61.29032258,80.64516129,548.3870968,-354.8387097,-548.3870968,-870.9677419,548.3870968,-612.9032258
637,129.3870968,58.77419355,39.51612903,9.677419355,-93.5483871,-677.4193548,-161.2903226,225.8064516,677.4193548,-677.4193548,-741.9354839
638,71.61290323,200,71.61290323,61.29032258,-22.58064516,96.77419355,-870.9677419,1000,935.483871,-935.483871,870.9677419
639,39.51612903,97.29032258,26.67741935,74.19354839,-93.5483871,-419.3548387,225.8064516,-32.25806452,806.4516129,1000,935.483871
640,13.83870968,65.19354839,167.9032258,-41.93548387,-9.677419355,-96.77419355,677.4193548,-419.3548387,806.4516129,-225.8064516,-483.8709677
641,52.35483871,97.29032258,142.2258065,35.48387097,80.64516129,741.9354839,-870.9677419,677.4193548,483.8709677,419.3548387,-870.9677419
642,135.8064516,33.09677419,78.03225806,93.5483871,-61.29032258,161.2903226,-1000,-290.3225806,161.2903226,-612.9032258,354.8387097
643,65.19354839,26.67741935,97.29032258,16.12903226,61.29032258,741.9354839,612.9032258,-1000,-419.3548387,-483.8709677,935.483871
644,116.5483871,116.5483871,45.93548387,35.48387097,-54.83870968,-677.4193548,-741.9354839,32.25806452,290.3225806,96.77419355,225.8064516
645,90.87096774,26.67741935,110.1290323,-29.03225806,3.225806452,419.3548387,161.2903226,548.3870968,677.4193548,483.8709677,-290.3225806
646,26.67741935,193.5806452,135.8064516,48.38709677,-100,-225.8064516,-483.8709677,-612.9032258,-32.25806452,32.25806452,-870.9677419
647,174.3225806,39.51612903,7.419354839,67.74193548,41.93548387,677.4193548,-225.8064516,-354.8387097,483.8709677,548.3870968,-483.8709677
648,148.6451613,148.6451613,65.19354839,-74.19354839,16.12903226,483.8709677,-483.8709677,-161.2903226,870.9677419,-225.8064516,548.3870968
649,116.5483871,193.5806452,84.4516129,-87.09677419,-74.19354839,-870.9677419,-96.77419355,-806.4516129,419.3548387,-935.483871,-612.9032258
650,52.35483871,84.4516129,200,-54.83870968,-35.48387097,935.483871,612.9032258,-483.8709677,290.3225806,870.9677419,483.8709677
651,13.83870968,135.8064516,148.6451613,93.5483871,87.09677419,-870.9677419,548.3870968,161.2903226,-870.9677419,290.3225806,-161.2903226
652,45.93548387,78.03225806,135.8064516,-29.03225806,54.83870968,-354.8387097,-935.483871,96.77419355,-1000,354.8387097,1000
653,161.483871,1,39.51612903,-16.12903226,87.09677419,96.77419355,870.9677419,419.3548387,-677.4193548,-32.25806452,-290.3225806
654,180.7419355,65.19354839,71.61290323,-9.677419355,74.19354839,354.8387097,419.3548387,96.77419355,290.3225806,-548.3870968,419.3548387
655,33.09677419,174.3225806,161.483871,22.58064516,87.09677419,-96.77419355,161.2903226,-741.9354839,-96.77419355,-419.3548387,-935.483871
656,148.6451613,78.03225806,7.419354839,-54.83870968,67.74193548,-806.4516129,-32.25806452,870.9677419,161.2903226,-161.2903226,677.4193548
657,71.61290323,135.8064516,180.7419355,67.74193548,-67.74193548,-677.4193548,-354.8387097,483.8709677,-612.9032258,-1000,354.8387097
658,142.2258065,193.5806452,155.0645161,87.09677419,-9.677419355,935.483871,225.8064516,-1000,-548.3870968,483.8709677,548.3870968
659,84.4516129,71.61290323,58.77419355,-41.93548387,100,-290.3225806,806.4516129,741.9354839,741.9354839,935.483871,32.25806452
660,90.87096774,39.51612903,39.51612903,61.29032258,-74.19354839,-32.25806452,-741.9354839,-161.2903226,-483.8709677,-290.3225806,935.483871
661,78.03225806,174.3225806,116.5483871,-29.03225806,48.38709677,-483.8709677,32.25806452,-225.8064516,-870.9677419,870.9677419,-96.77419355
662,26.67741935,39.51612903,142.2258065,-54.83870968,-3.225806452,-548.3870968,-612.9032258,-548.3870968,-741.9354839,-548.3870968,-1000
663,90.87096774,187.1612903,78.03225806,-3.225806452,16.12903226,677.4193548,548.3870968,677.4193548,612.9032258,870.9677419,741.9354839
664,187.1612903,13.83870968,180.7419355,-48.38709677,80.64516129,-290.3225806,935.483871,225.8064516,354.8387097,-354.8387097,870.9677419
665,97.29032258,110.1290323,193.5806452,35.48387097,22.58064516,-1000,419.3548387,-870.9677419,-32.25806452,935.483871,935.483871
666,1,142.2258065,116.5483871,-16.12903226,9.677419355,-612.9032258,935.483871,806.4516129,935.483871,-483.8709677,-741.9354839
667,148.6451613,33.09677419,20.25806452,9.677419355,41.93548387,-290.3225806,419.3548387,-548.3870968,-354.8387097,-32.25806452,161.2903226
668,33.09677419,155.0645161,103.7096774,-41.93548387,-61.29032258,806.4516129,548.3870968,-96.77419355,-1000,161.2903226,-354.8387097
669,26.67741935,58.77419355,116.5483871,-48.38709677,-29.03225806,-161.2903226,-96.77419355,-677.4193548,225.8064516,677.4193548,290.3225806
670,110.1290323,122.9677419,129.3870968,-22.58064516,41.93548387,935.483871,677.4193548,1000,677.4193548,-290.3225806,677.4193548
671,71.61290323,1,116.5483871,80.64516129,-80.64516129,-354.8387097,548.3870968,-32.25806452,96.77419355,548.3870968,-870.9677419
672,200,90.87096774,45.93548387,22.58064516,-87.09677419,-290.3225806,-870.9677419,548.3870968,-483.8709677,-548.3870968,483.8709677
673,78.03225806,52.35483871,155.0645161,100,-48.38709677,-161.2903226,741.9354839,-483.8709677,612.9032258,161.2903226,-677.4193548
674,97.29032258,13.83870968,7.419354839,-41.93548387,-100,-870.9677419,96.77419355,354.8387097,-677.4193548,483.8709677,-677.4193548
675,135.8064516,1,161.483871,41.93548387,9.677419355,-548.3870968,-870.9677419,-612.9032258,-612.9032258,-290.3225806,-419.3548387
676,52.35483871,142.2258065,39.51612903,80.64516129,48.38709677,225.8064516,-32.25806452,-1000,-741.9354839,96.77419355,290.3225806
677,129.3870968,84.4516129,103.7096774,-61.29032258,-54.83870968,677.4193548,935.483871,-741.9354839,-354.8387097,-225.8064516,419.3548387
678,174.3225806,193.5806452,161.483871,93.5483871,29.03225806,225.8064516,1000,483.8709677,225.8064516,354.8387097,612.9032258
679,167.9032258,122.9677419,90.87096774,-61.29032258,-16.12903226,-32.25806452,-290.3225806,870.9677419,741.9354839,-741.9354839,-96.77419355
680,161.483871,52.35483871,26.67741935,-3.225806452,22.58064516,870.9677419,-806.4516129,-225.8064516,-419.3548387,677.4193548,419.3548387
681,142.2258065,187.1612903,129.3870968,-100,87.09677419,32.25806452,-677.4193548,-354.8387097,161.2903226,96.77419355,419.3548387
682,65.19354839,103.7096774,148.6451613,41.93548387,-54.83870968,-741.9354839,677.4193548,290.3225806,-483.8709677,-741.9354839,290.3225806
683,33.09677419,161.483871,129.3870968,61.29032258,67.74193548,-419.3548387,935.483871,612.9032258,-806.4516129,935.483871,-483.8709677
684,129.3870968,52.35483871,187.1612903,-74.19354839,80.64516129,-354.8387097,-290.3225806,354.8387097,806.4516129,32.25806452,-1000
685,110.1290323,7.419354839,20.25806452,74.19354839,61.29032258,-548.3870968,290.3225806,-290.3225806,1000,-935.483871,-96.77419355
686,84.4516129,148.6451613,110.1290323,93.5483871,-87.09677419,-741.9354839,32.25806452,-612.9032258,483.8709677,677.4193548,-1000
687,1,65.19354839,65.19354839,29.03225806,48.38709677,806.4516129,-290.3225806,-548.3870968,-677.4193548,-419.3548387,741.9354839
688,84.4516129,78.03225806,45.93548387,-87.09677419,-61.29032258,612.9032258,290.3225806,-870.9677419,-612.9032258,-32.25806452,-483.8709677
689,161.483871,122.9677419,20.25806452,67.74193548,3.225806452,612.9032258,-483.8709677,-741.9354839,161.2903226,-548.3870968,225.8064516
690,142.2258065,71.61290323,13.83870968,93.5483871,-29.03225806,870.9677419,612.9032258,225.8064516,-741.9354839,-1000,-32.25806452
691,187.1612903,52.35483871,65.19354839,-41.93548387,-29.03225806,225.8064516,-161.2903226,-741.9354839,32.25806452,806.4516129,-548.3870968
692,161.483871,84.4516129,161.483871,54.83870968,-16.12903226,-225.8064516,-741.9354839,-935.483871,354.8387097,548.3870968,-1000
693,39.51612903,161.483871,65.19354839,-29.03225806,100,935.483871,741.9354839,32.25806452,935.483871,32.25806452,806.4516129
694,193.5806452,135.8064516,110.1290323,-93.5483871,-48.38709677,-806.4516129,-741.9354839,1000,-741.9354839,-806.4516129,-870.9677419
695,45.93548387,180.7419355,45.93548387,48.38709677,-67.74193548,96.77419355,96.77419355,-161.2903226,-354.8387097,741.9354839,96.77419355
696,33.09677419,26.67741935,187.1612903,-93.5483871,29.03225806,-612.9032258,354.8387097,96.77419355,-290.3225806,-96.77419355,354.8387097
697,142.2258065,161.483871,26.67741935,22.58064516,61.29032258,419.3548387,-32.25806452,483.8709677,290.3225806,-806.4516129,96.77419355
698,71.61290323,155.0645161,110.1290323,-54.83870968,74.19354839,-1000,-483.8709677,354.8387097,741.9354839,225.8064516,-548.3870968
699,7.419354839,26.67741935,155.0645161,-54.83870968,-22.58064516,-870.9677419,-1000,-354.8387097,-32.25806452,-225.8064516,612.9032258
700,129.3870968,39.51612903,135.8064516,100,-9.677419355,548.3870968,806.4516129,548.3870968,935.483871,1000,-935.483871
701,122.9677419,116.5483871,13.83870968,-87.09677419,80.64516129,-161.2903226,1000,-96.77419355,-806.4516129,-483.8709677,741.9354839
702,13.83870968,84.4516129,1,-3.225806452,29.03225806,-806.4516129,741.9354839,-806.4516129,-548.3870968,-354.8387097,161.2903226
703,33.09677419,7.419354839,174.3225806,80.64516129,-54.83870968,419.3548387,-677.4193548,-870.9677419,741.9354839,-677.4193548,548.3870968
704,142.2258065,52.35483871,174.3225806,-22.58064516,-74.19354839,-741.9354839,935.483871,741.9354839,-96.77419355,612.9032258,-161.2903226
705,13.83870968,187.1612903,13.83870968,-48.38709677,-41.93548387,-548.3870968,32.25806452,96.77419355,870.9677419,-677.4193548,-612.9032258
706,26.67741935,78.03225806,97.29032258,87.09677419,-67.74193548,-290.3225806,-161.2903226,1000,-225.8064516,96.77419355,-96.77419355
707,71.61290323,142.2258065,52.35483871,-61.29032258,100,354.8387097,32.25806452,-419.3548387,-225.8064516,806.4516129,935.483871
708,155.0645161,129.3870968,1,22.58064516,3.225806452,-741.9354839,-161.2903226,612.9032258,-870.9677419,-32.25806452,935.483871
709,97.29032258,116.5483871,187.1612903,61.29032258,54.83870968,1000,161.2903226,-935.483871,870.9677419,-161.2903226,96.77419355
710,180.7419355,155.0645161,174.3225806,61.29032258,-41.93548387,-161.2903226,677.4193548,225.8064516,-225.8064516,870.9677419,-290.3225806
711,58.77419355,110.1290323,103.7096774,3.225806452,16.12903226,-32.25806452,-1000,612.9032258,-548.3870968,419.3548387,-741.9354839
712,129.3870968,65.19354839,90.87096774,87.09677419,3.225806452,-1000,-741.9354839,-32.25806452,225.8064516,-354.8387097,806.4516129
713,39.51612903,135.8064516,13.83870968,9.677419355,67.74193548,1000,-935.483871,354.8387097,225.8064516,741.9354839,-935.483871
714,45.93548387,39.51612903,71.61290323,-48.38709677,22.58064516,-419.3548387,-290.3225806,483.8709677,419.3548387,-870.9677419,225.8064516
715,58.77419355,39.51612903,193.5806452,-87.09677419,-29.03225806,-290.3225806,-419.3548387,32.25806452,612.9032258,354.8387097,548.3870968
716,174.3225806,13.83870968,103.7096774,54.83870968,-80.64516129,32.25806452,806.4516129,-806.4516129,-870.9677419,-548.3870968,354.8387097
717,71.61290323,26.67741935,33.09677419,41.93548387,54.83870968,-161.2903226,290.3225806,-741.9354839,290.3225806,290.3225806,-32.25806452
718,84.4516129,110.1290323,52.35483871,-35.48387097,29.03225806,935.483871,-483.8709677,-354.8387097,-806.4516129,-677.4193548,-290.3225806
719,110.1290323,26.67741935,193.5806452,3.225806452,-41.93548387,-483.8709677,-161.2903226,935.483871,483.8709677,-548.3870968,96.77419355
720,161.483871,65.19354839,13.83870968,-93.5483871,100,419.3548387,935.483871,290.3225806,483.8709677,290.3225806,-419.3548387
721,193.5806452,20.25806452,39.51612903,-67.74193548,-9.677419355,-419.3548387,161.2903226,-870.9677419,161.2903226,870.9677419,806.4516129
722,174.3225806,26.67741935,84.4516129,22.58064516,-3.225806452,935.483871,32.25806452,225.8064516,806.4516129,161.2903226,-806.4516129
723,110.1290323,180.7419355,65.19354839,87.09677419,35.48387097,-741.9354839,-870.9677419,96.77419355,161.2903226,290.3225806,32.25806452
724,187.1612903,135.8064516,135.8064516,22.58064516,93.5483871,32.25806452,225.8064516,-96.77419355,-677.4193548,-935.483871,-225.8064516
725,26.67741935,13.83870968,65.19354839,-80.64516129,-93.5483871,-1000,677.4193548,935.483871,-548.3870968,548.3870968,225.8064516
726,103.7096774,174.3225806,148.6451613,48.38709677,-61.29032258,290.3225806,-548.3870968,-677.4193548,354.8387097,-806.4516129,-290.3225806
727,200,142.2258065,26.67741935,67.74193548,-54.83870968,-935.483871,483.8709677,-161.2903226,677.4193548,-354.8387097,-612.9032258
728,58.77419355,180.7419355,122.9677419,-16.12903226,-100,548.3870968,-935.483871,-354.8387097,870.9677419,-612.9032258,806.4516129
729,71.61290323,161.483871,167.9032258,-48.38709677,93.5483871,-32.25806452,-806.4516129,-935.483871,-354.8387097,-483.8709677,548.3870968
730,193.5806452,84.4516129,174.3225806,22.58064516,67.74193548,-870.9677419,-548.3870968,-290.3225806,483.8709677,806.4516129,290.3225806
731,110.1290323,193.5806452,1,-29.03225806,-16.12903226,96.77419355,-677.4193548,741.9354839,-419.3548387,-419.3548387,-32.25806452
732,7.419354839,52.35483871,135.8064516,-67.74193548,29.03225806,-548.3870968,-419.3548387,-935.483871,677.4193548,-806.4516129,-32.25806452
733,84.4516129,116.5483871,65.19354839,3.225806452,-74.19354839,548.3870968,612.9032258,-225.8064516,354.8387097,225.8064516,-419.3548387
734,52.35483871,13.83870968,90.87096774,-100,-48.38709677,806.4516129,161.2903226,290.3225806,935.483871,354.8387097,935.483871
735,65.19354839,129.3870968,45.93548387,54.83870968,29.03225806,677.4193548,483.8709677,1000,161.2903226,225.8064516,-161.2903226
736,135.8064516,187.1612903,90.87096774,74.19354839,35.48387097,225.8064516,612.9032258,612.9032258,-225.8064516,-161.2903226,-677.4193548
737,20.25806452,142.2258065,33.09677419,-9.677419355,-22.58064516,741.9354839,225.8064516,-483.8709677,-870.9677419,-96.77419355,161.2903226
738,142.2258065,13.83870968,45.93548387,67.74193548,54.83870968,-32.25806452,-161.2903226,419.3548387,-32.25806452,870.9677419,-419.3548387
739,7.419354839,161.483871,13.83870968,-80.64516129,48.38709677,161.2903226,161.2903226,-806.4516129,548.3870968,612.9032258,-741.9354839
740,65.19354839,65.19354839,193.5806452,74.19354839,16.12903226,-870.9677419,354.8387097,741.9354839,935.483871,96.77419355,-548.3870968
741,187.1612903,84.4516129,116.5483871,-93.5483871,-93.5483871,483.8709677,-225.8064516,354.8387097,-225.8064516,-290.3225806,-32.25806452
742,97.29032258,90.87096774,142.2258065,9.677419355,-41.93548387,677.4193548,806.4516129,419.3548387,419.3548387,32.25806452,612.9032258
743,155.0645161,187.1612903,135.8064516,61.29032258,-87.09677419,354.8387097,1000,-741.9354839,-741.9354839,483.8709677,-96.77419355
744,90.87096774,193.5806452,116.5483871,3.225806452,80.64516129,870.9677419,677.4193548,32.25806452,-1000,-870.9677419,161.2903226
745,110.1290323,97.29032258,84.4516129,48.38709677,-9.677419355,-354.8387097,935.483871,-354.8387097,-161.2903226,-741.9354839,354.8387097
746,122.9677419,110.1290323,39.51612903,22.58064516,41.93548387,161.2903226,290.3225806,161.2903226,354.8387097,1000,548.3870968
747,148.6451613,122.9677419,71.61290323,74.19354839,-100,-612.9032258,-354.8387097,-96.77419355,-548.3870968,806.4516129,-290.3225806
748,26.67741935,65.19354839,155.0645161,-3.225806452,35.48387097,-483.8709677,1000,419.3548387,677.4193548,-935.483871,935.483871
749,90.87096774,52.35483871,7.419354839,-80.64516129,93.5483871,-935.483871,-870.9677419,-677.4193548,-32.25806452,-96.77419355,806.4516129
750,7.419354839,180.7419355,161.483871,-35.48387097,16.12903226,-419.3548387,-96.77419355,-419.3548387,-419.3548387,161.2903226,677.4193548
751,45.93548387,200,148.6451613,-67.74193548,93.5483871,741.9354839,-32.25806452,612.9032258,-612.9032258,32.25806452,-96.77419355
752,110.1290323,142.2258065,90.87096774,-48.38709677,74.19354839,419.3548387,-1000,32.25806452,-612.9032258,870.9677419,-935.483871
753,193.5806452,71.61290323,84.4516129,-54.83870968,-67.74193548,677.4193548,-870.9677419,-225.8064516,-1000,-483.8709677,-290.3225806
754,180.7419355,161.483871,200,-41.93548387,-54.83870968,-548.3870968,-548.3870968,548.3870968,612.9032258,-32.25806452,354.8387097
755,1,129.3870968,103.7096774,67.74193548,-9.677419355,-161.2903226,612.9032258,32.25806452,419.3548387,-290.3225806,96.77419355
756,122.9677419,58.77419355,155.0645161,80.64516129,-41.93548387,-32.25806452,483.8709677,741.9354839,-290.3225806,290.3225806,-935.483871
757,20.25806452,161.483871,97.29032258,-93.5483871,-29.03225806,1000,548.3870968,806.4516129,-612.9032258,-935.483871,483.8709677
758,39.51612903,20.25806452,129.3870968,-87.09677419,74.19354839,-741.9354839,-354.8387097,-677.4193548,-419.3548387,-161.2903226,161.2903226
759,110.1290323,103.7096774,26.67741935,-16.12903226,29.03225806,-161.2903226,-741.9354839,677.4193548,32.25806452,-870.9677419,870.9677419
760,26.67741935,155.0645161,78.03225806,-16.12903226,-48.38709677,419.3548387,354.8387097,-225.8064516,419.3548387,935.483871,-32.25806452
761,180.7419355,174.3225806,33.09677419,-61.29032258,-74.19354839,870.9677419,-483.8709677,-290.3225806,935.483871,483.8709677,741.9354839
762,52.35483871,122.9677419,78.03225806,-80.64516129,-87.09677419,870.9677419,225.8064516,483.8709677,-354.8387097,-677.4193548,-419.3548387
763,122.9677419,193.5806452,52.35483871,35.48387097,-22.58064516,612.9032258,-161.2903226,-225.8064516,-96.77419355,-354.8387097,354.8387097
764,71.61290323,39.51612903,148.6451613,-16.12903226,61.29032258,225.8064516,96.77419355,935.483871,-32.25806452,612.9032258,419.3548387
765,7.419354839,33.09677419,200,22.58064516,-29.03225806,677.4193548,-354.8387097,-32.25806452,-806.4516129,-741.9354839,-677.4193548
766,148.6451613,180.7419355,78.03225806,16.12903226,-54.83870968,-32.25806452,741.9354839,225.8064516,-96.77419355,225.8064516,-1000
767,20.25806452,58.77419355,180.7419355,87.09677419,-80.64516129,-96.77419355,-548.3870968,-935.483871,1000,870.9677419,-677.4193548
768,65.19354839,78.03225806,174.3225806,-35.48387097,22.58064516,-677.4193548,-1000,354.8387097,612.9032258,-935.483871,-419.3548387
769,122.9677419,142.2258065,65.19354839,61.29032258,-61.29032258,-806.4516129,-612.9032258,-354.8387097,806.4516129,-1000,-225.8064516
770,7.419354839,167.9032258,97.29032258,100,80.64516129,-677.4193548,354.8387097,161.2903226,96.77419355,-548.3870968,-290.3225806
771,167.9032258,97.29032258,20.25806452,54.83870968,48.38709677,290.3225806,-96.77419355,612.9032258,-32.25806452,-290.3225806,-935.483871
772,116.5483871,45.93548387,78.03225806,-67.74193548,-29.03225806,-354.8387097,-677.4193548,-612.9032258,935.483871,161.2903226,612.9032258
773,167.9032258,84.4516129,45.93548387,3.225806452,3.225806452,-161.2903226,548.3870968,-612.9032258,806.4516129,-161.2903226,1000
774,45.93548387,65.19354839,1,67.74193548,-93.5483871,225.8064516,-870.9677419,-935.483871,-161.2903226,677.4193548,677.4193548
775,161.483871,167.9032258,110.1290323,41.93548387,-29.03225806,-870.9677419,806.4516129,483.8709677,-96.77419355,419.3548387,935.483871
776,110.1290323,1,142.2258065,93.5483871,22.58064516,-935.483871,-419.3548387,612.9032258,354.8387097,-483.8709677,-548.3870968
777,187.1612903,65.19354839,33.09677419,54.83870968,61.29032258,935.483871,-677.4193548,870.9677419,-483.8709677,-32.25806452,-870.9677419
778,122.9677419,33.09677419,142.2258065,-93.5483871,61.29032258,-677.4193548,677.4193548,-806.4516129,741.9354839,483.8709677,806.4516129
779,84.4516129,174.3225806,167.9032258,-67.74193548,16.12903226,96.77419355,-935.483871,-32.25806452,-32.25806452,-548.3870968,290.3225806
780,180.7419355,116.5483871,142.2258065,-29.03225806,16.12903226,225.8064516,-290.3225806,-354.8387097,-290.3225806,-806.4516129,935.483871
781,200,167.9032258,65.19354839,-35.48387097,-3.225806452,-32.25806452,161.2903226,-677.4193548,290.3225806,741.9354839,354.8387097
782,39.51612903,45.93548387,45.93548387,-80.64516129,-80.64516129,-806.4516129,419.3548387,612.9032258,483.8709677,-935.483871,-290.3225806
783,71.61290323,180.7419355,1,-87.09677419,41.93548387,741.9354839,-290.3225806,290.3225806,225.8064516,-548.3870968,-677.4193548
784,187.1612903,148.6451613,13.83870968,-22.58064516,-16.12903226,-419.3548387,290.3225806,-483.8709677,-32.25806452,354.8387097,-290.3225806
785,52.35483871,135.8064516,167.9032258,-9.677419355,3.225806452,-548.3870968,806.4516129,-870.9677419,-419.3548387,-741.9354839,-548.3870968
786,161.483871,7.419354839,129.3870968,-67.74193548,-35.48387097,-32.25806452,-96.77419355,96.77419355,806.4516129,612.9032258,96.77419355
787,135.8064516,148.6451613,45.93548387,29.03225806,22.58064516,419.3548387,225.8064516,96.77419355,1000,-741.9354839,-870.9677419
788,7.419354839,135.8064516,65.19354839,16.12903226,-80.64516129,612.9032258,870.9677419,741.9354839,612.9032258,-290.3225806,483.8709677
789,97.29032258,174.3225806,45.93548387,-3.225806452,-48.38709677,-612.9032258,-612.9032258,870.9677419,-806.4516129,419.3548387,548.3870968
790,187.1612903,97.29032258,174.3225806,93.5483871,-48.38709677,-32.25806452,-935.483871,-548.3870968,-612.9032258,-161.2903226,225.8064516
791,1,103.7096774,78.03225806,-48.38709677,3.225806452,-806.4516129,-548.3870968,354.8387097,-161.2903226,612.9032258,-96.77419355
